kab,penerimaan,pengeluaran,jumlah_art
Bengkulu Tengah,13682919,17638214.29,5
Bengkulu Tengah,29312000,49885000,3
Bengkulu Tengah,46100000,31532000,3
Bengkulu Tengah,64250000,75159428.57,6
Bengkulu Tengah,32710000,31228285.71,4
Bengkulu Tengah,386768893,147675000,4
Kota Bengkulu,28620000,44501428.57,4
Kaur,59010000,30680285.71,3
Bengkulu Tengah,40480000,57107857.14,5
Bengkulu Tengah,64400000,62313857.14,4
Bengkulu Tengah,22960000,23751714.29,5
Bengkulu Tengah,23000000,25329857.14,4
Bengkulu Tengah,42556200,25455571.43,4
Bengkulu Tengah,6200000,20238428.57,4
Kota Bengkulu,41081428,44082142.86,1
Bengkulu Tengah,25315000,35849714.29,4
Kaur,362000000,366154414.3,4
Kaur,48214285,47802142.86,6
Bengkulu Tengah,27700000,29595714.29,4
Kaur,365550000,186882714.3,3
Kota Bengkulu,17068000,28018000,4
Kota Bengkulu,102000000,71851857.14,3
Bengkulu Tengah,51906046,71119285.71,4
Kota Bengkulu,312000000,244210000,3
Kaur,9150000,34601428.57,4
Kaur,51740000,31505571.43,7
Bengkulu Tengah,57927500,35995000,5
Bengkulu Tengah,6050000,17687142.86,3
Kota Bengkulu,9500000,15111285.71,2
Bengkulu Tengah,140500000,137670000,3
Bengkulu Tengah,84929000,69407571.43,4
Kota Bengkulu,48000000,36349142.86,2
Bengkulu Tengah,20078000,19178285.71,3
Kota Bengkulu,49400000,36443142.86,5
Bengkulu Tengah,41130000,48498428.57,3
Kaur,66670000,47548428.57,3
Bengkulu Tengah,12707857,18738571.43,3
Bengkulu Tengah,53383429,36999000,3
Bengkulu Tengah,44000000,43204714.29,4
Kota Bengkulu,172000000,112884571.4,4
Bengkulu Tengah,20592000,48127714.29,3
Kota Bengkulu,98350000,58971108.57,4
Kaur,150000000,108367857.1,5
Bengkulu Tengah,36050000,35441428.57,4
Bengkulu Tengah,48200000,48031000,2
Kaur,67700000,67255714.29,4
Kota Bengkulu,334800000,80494285.71,2
Kota Bengkulu,130800000,119177128.6,5
Bengkulu Tengah,69400000,50643857.14,3
Bengkulu Tengah,4153837,18286000,3
Bengkulu Tengah,93800000,93671828.57,5
Kota Bengkulu,85600000,44900857.14,6
Bengkulu Tengah,32400000,25585857.14,4
Kota Bengkulu,203265000,115311571.4,6
Bengkulu Tengah,30960000,26273142.86,4
Kota Bengkulu,45765000,43876000,1
Kaur,8873000,15334285.71,3
Bengkulu Tengah,69687143,55838571.43,5
Bengkulu Tengah,17061482,40025142.86,5
Kota Bengkulu,71010000,64944928.57,1
Kota Bengkulu,51332142,72968142.86,4
Kota Bengkulu,270000000,266320000,1
Kota Bengkulu,49790000,49418571.43,1
Kota Bengkulu,155000000,88074285.71,2
Kota Bengkulu,191084000,73527142.86,5
Bengkulu Tengah,23460000,29214514.29,4
Bengkulu Tengah,22000000,42964285.71,5
Bengkulu Tengah,87393571,59867428.57,4
Bengkulu Tengah,10105387,20106428.57,3
Bengkulu Tengah,30973428,30931428.57,4
Bengkulu Tengah,24400000,23454857.14,2
Bengkulu Tengah,165000000,82160000,5
Bengkulu Tengah,56614285,51793428.57,4
Bengkulu Tengah,323351087,134316942.9,3
Bengkulu Tengah,77708000,76253285.71,5
Bengkulu Tengah,23119644,26372571.43,3
Bengkulu Tengah,72142000,65185000,5
Kaur,141290000,65246000,5
Bengkulu Tengah,55650000,50212285.71,4
Bengkulu Tengah,41575000,41478571.43,5
Bengkulu Tengah,11400000,59152714.29,2
Kota Bengkulu,30597143,27944000,1
Bengkulu Tengah,114000000,117806428.6,5
Kota Bengkulu,90148571,93571982.86,4
Kota Bengkulu,58230000,25146285.71,5
Bengkulu Tengah,51760000,40896428.57,7
Kota Bengkulu,28800000,23254428.57,1
Bengkulu Tengah,34936677,54184028.57,6
Kota Bengkulu,28260000,32064857.14,1
Bengkulu Tengah,22779534,30768571.43,3
Kota Bengkulu,50786000,58997285.71,5
Kota Bengkulu,10400000,7710000,1
Bengkulu Tengah,33707557,125873285.7,4
Bengkulu Tengah,15399000,25225714.29,2
Kota Bengkulu,117317142,58887142.86,2
Kota Bengkulu,60900000,34907428.57,2
Bengkulu Tengah,80104534,77107142.86,2
Kota Bengkulu,117000000,104688571.4,3
Kota Bengkulu,266600000,259998000,4
Bengkulu Tengah,87678571,49006714.29,4
Bengkulu Tengah,110600000,108596285.7,3
Kaur,65300000,65013285.71,3
Kota Bengkulu,86607000,116679300,4
Kota Bengkulu,100120000,74688142.86,4
Kota Bengkulu,50550000,52197142.86,7
Kaur,109090000,125595534.9,6
Kota Bengkulu,96335000,25289714.29,2
Kota Bengkulu,71460000,90957714.29,1
Bengkulu Tengah,38400000,24918142.86,2
Kaur,34480000,34407142.86,5
Kaur,106980000,57332300,4
Kaur,26690000,28509428.57,5
Kaur,24362856,26158571.43,3
Kota Bengkulu,63750000,58084714.29,5
Kaur,22000000,25580771.43,3
Kota Bengkulu,73500000,51445714.29,5
Bengkulu Tengah,10552000,43393857.14,4
Bengkulu Tengah,31500000,44339142.86,3
Bengkulu Tengah,88357040,60913714.29,5
Kaur,114553414,62299571.43,4
Bengkulu Tengah,24300000,44631857.14,3
Kota Bengkulu,28185000,31519428.57,1
Bengkulu Tengah,85868571,84696571.43,2
Bengkulu Tengah,76952500,37932000,3
Bengkulu Tengah,83740000,65870000,5
Bengkulu Tengah,34439000,24691714.29,2
Bengkulu Tengah,46908000,46773628.57,3
Kota Bengkulu,47200000,63296002,4
Bengkulu Tengah,62900000,22232834.29,3
Kaur,41848571,41758571.43,5
Bengkulu Tengah,1003300000,983690000,5
Bengkulu Tengah,47030622,62006857.14,6
Kota Bengkulu,32100000,42197000,4
Bengkulu Tengah,86915000,70055000,5
Kota Bengkulu,24000000,29541428.57,2
Bengkulu Tengah,125100000,153490142.9,4
Kota Bengkulu,75948000,61060428.57,4
Kaur,93242800,65508142.86,5
Kota Bengkulu,121000000,66537142.86,2
Kota Bengkulu,101000000,89694428.57,6
Bengkulu Tengah,83427671,91491714.29,4
Kota Bengkulu,49900000,71331428.57,4
Kota Bengkulu,34060000,93496000,3
Kota Bengkulu,78800000,52113285.71,4
Kota Bengkulu,43250000,34858000,2
Kota Bengkulu,271000000,184264000,5
Bengkulu Tengah,78450000,67275857.14,4
Bengkulu Tengah,23561336,28106571.43,4
Bengkulu Tengah,3600000,14989000,4
Bengkulu Tengah,118113000,20141714.29,5
Kaur,84246465,46242142.86,4
Kota Bengkulu,49000000,53457142.86,4
Kota Bengkulu,20000000,28820000,1
Kota Bengkulu,17995000,19407142.86,1
Bengkulu Tengah,46960000,32448571.43,5
Kota Bengkulu,55620000,39664571.43,2
Kaur,52550000,52495714.29,4
Kota Bengkulu,55000000,66035857.14,4
Bengkulu Tengah,60884000,47108171.43,4
Kaur,60068450,61217142.86,8
Bengkulu Tengah,265666553,86865714.29,4
Kaur,57265000,50538428.57,6
Bengkulu Tengah,39350000,33459357.14,3
Bengkulu Tengah,98420000,91047857.14,3
Bengkulu Tengah,65800000,71548571.43,5
Bengkulu Tengah,121600000,121116571.4,5
Kaur,49430000,41871142.86,5
Bengkulu Tengah,70814889,71599714.29,4
Bengkulu Tengah,27075114,27200714.29,3
Kota Bengkulu,19700000,15197381.29,1
Kota Bengkulu,34700000,30150000,2
Bengkulu Tengah,7300000,22411000,3
Bengkulu Tengah,47800000,35731571.43,2
Kota Bengkulu,36500000,109465857.1,4
Kota Bengkulu,12100000,49500000,4
Kota Bengkulu,84000000,68802142.86,4
Kaur,49081666,60149822.86,6
Bengkulu Tengah,280450000,277454571.4,3
Kota Bengkulu,38610000,32066600,5
Bengkulu Tengah,50978571,42510428.57,5
Bengkulu Tengah,34785714,32924571.43,3
Kaur,47086000,56024642.86,3
Bengkulu Tengah,73575000,73369000,4
Bengkulu Tengah,19510000,28418571.43,4
Kota Bengkulu,41249000,41427502.14,1
Kota Bengkulu,32000000,99276000,5
Kaur,21280000,47123714.29,3
Bengkulu Tengah,39195928,44500714.29,8
Kota Bengkulu,30640500,42242142.86,1
Kota Bengkulu,27868571,28599285.71,3
Kaur,25030000,50616714.29,6
Kaur,31264000,29941142.86,2
Bengkulu Tengah,21100000,17715571.43,3
Bengkulu Tengah,30350000,17514428.57,3
Bengkulu Tengah,10200000,29095000,4
Kaur,14400000,21733000,2
Kaur,29691500,30554571.43,5
Bengkulu Tengah,48800000,45594285.71,4
Bengkulu Tengah,284113000,260402857.1,3
Bengkulu Tengah,184566666,157810000,4
Bengkulu Tengah,64622857,64312126.14,3
Kaur,25571429,23226285.71,3
Kota Bengkulu,50000000,48113142.86,2
Bengkulu Tengah,73499707,72885998.14,5
Kota Bengkulu,37000000,44754428.57,3
Kota Bengkulu,113000000,113515714.3,6
Kota Bengkulu,80200000,107130000,5
Bengkulu Tengah,38740000,55687154.86,6
Kaur,25400000,59300285.71,3
Bengkulu Tengah,110000000,73135142.86,5
Bengkulu Tengah,44150000,46734000,6
Kaur,26372857,22316857.14,3
Bengkulu Tengah,19218571,39776000,3
Bengkulu Tengah,57700000,43437285.29,4
Kaur,109300000,58220000,4
Kaur,38666857,34650857.14,2
Bengkulu Tengah,35163534,36009571.43,4
Kota Bengkulu,241400000,153323000,4
Kaur,45330000,38942142.86,3
Kota Bengkulu,60613000,61959000,1
Kota Bengkulu,69742857,54987571.43,4
Bengkulu Tengah,65250000,35847142.86,5
Kaur,24000000,106902857.1,5
Bengkulu Tengah,153600000,150150285.7,5
Kota Bengkulu,80158000,33310285.71,2
Kaur,333250000,219733857.1,5
Bengkulu Tengah,62100000,36720428.57,4
Bengkulu Tengah,14498262,20851428.57,1
Kota Bengkulu,29850000,38850285.71,2
Kota Bengkulu,28505411,42534285.71,5
Kota Bengkulu,66718857,58498857.14,4
Bengkulu Tengah,77008000,36379293.71,5
Bengkulu Tengah,57647000,50606600,4
Kota Bengkulu,34840000,66128000,7
Kota Bengkulu,17079573,17185285.71,2
Bengkulu Tengah,19316000,20337142.86,2
Kaur,59542857,60148000,2
Bengkulu Tengah,144000000,83377142.86,2
Bengkulu Tengah,28200000,35379142.86,5
Kota Bengkulu,44260000,57552285.71,4
Kaur,67148000,64158000,4
Kaur,79227142,63121500,3
Kaur,85397428,51066403.43,9
Kaur,107680000,79138822.86,3
Bengkulu Tengah,41336000,37437000,3
Kota Bengkulu,195325000,209380000,5
Bengkulu Tengah,113412972,70128571.43,4
Kota Bengkulu,19950000,24628597.14,1
Kota Bengkulu,39110714,33740285.71,5
Bengkulu Tengah,104245834,152101714.3,12
Bengkulu Tengah,145000000,79900000,3
Kota Bengkulu,37280000,42561142.86,2
Bengkulu Tengah,14400000,17863314.29,5
Kota Bengkulu,108900000,97351714.29,4
Kota Bengkulu,23500000,45248857.14,2
Bengkulu Tengah,163100000,20833428.57,2
Kota Bengkulu,50200000,42451714.29,5
Kota Bengkulu,409000000,439026857.1,4
Bengkulu Tengah,30700000,30379857.14,4
Kota Bengkulu,79150000,59695428.57,5
Kota Bengkulu,86200000,77124857.14,5
Bengkulu Tengah,137405000,35602571.43,2
Kota Bengkulu,51800000,42790857.14,3
Kota Bengkulu,105000000,113844000,3
Kaur,13421000,27758714.29,4
Bengkulu Tengah,45600000,50605714.29,4
Bengkulu Tengah,21600000,17857142.86,3
Kaur,107261428,80630000,4
Kota Bengkulu,21694000,24631428.57,1
Kaur,54714285,57648857.14,4
Kaur,34997142,35091000,4
Kota Bengkulu,61950000,66501285.71,6
Bengkulu Tengah,98490000,102613571.4,4
Kota Bengkulu,39300000,38402428.57,2
Bengkulu Tengah,6891359,19378285.71,4
Bengkulu Tengah,117600000,80255714.29,5
Bengkulu Tengah,72850000,74344657.14,2
Kota Bengkulu,31004000,31579285.71,5
Bengkulu Tengah,40200000,40641142.86,4
Kota Bengkulu,44025714,51767651.43,3
Kaur,41200000,34361571.43,5
Bengkulu Tengah,119120000,42445285.71,1
Kaur,34393000,42644285.71,7
Bengkulu Tengah,25290000,40217857.14,2
Kaur,212642000,57743642.86,6
Kota Bengkulu,50600000,43230000,2
Kaur,23057800,27095857.14,5
Bengkulu Tengah,186000000,140657142.9,5
Kota Bengkulu,349150000,138403571.4,5
Bengkulu Tengah,39400000,38421428.57,3
Kaur,4226731,23432857.14,2
Bengkulu Tengah,12000000,107355571.4,2
Kaur,35984200,33095428.57,2
Bengkulu Tengah,41162442,41104857.14,5
Bengkulu Tengah,21114200,19736857.14,4
Kota Bengkulu,64400000,38162857.14,3
Kaur,39397142,41311285.71,5
Kota Bengkulu,170200000,164201428.6,6
Kota Bengkulu,171400000,151109285.7,5
Bengkulu Tengah,32800000,31260142.86,1
Kota Bengkulu,9374284,12794857.14,3
Kota Bengkulu,55945000,72760142.86,5
Kota Bengkulu,64932000,60525857.14,5
Bengkulu Tengah,21000000,20707428.57,7
Bengkulu Tengah,18474928,19067428.57,3
Kaur,6636428,17907857.14,3
Bengkulu Tengah,14018000,38322285.71,5
Bengkulu Tengah,441800000,413085000,3
Bengkulu Tengah,76800000,41584828.57,4
Bengkulu Tengah,34060000,52665285.71,5
Kaur,54220000,70486428.57,3
Kota Bengkulu,77800000,66742142.86,3
Kota Bengkulu,52028571,44812142.86,1
Bengkulu Tengah,64475000,42428285.71,8
Kaur,18997000,25734000,6
Kaur,62236728,62169714.29,3
Bengkulu Tengah,41050000,32632857.14,4
Bengkulu Tengah,16875000,31895714.29,4
Bengkulu Tengah,490200000,88520000,5
Bengkulu Tengah,26680000,34915428.57,5
Kaur,22485000,31430714.29,4
Kota Bengkulu,56026000,78382285.71,5
Kota Bengkulu,80817000,50670428.57,4
Kaur,61260000,69587571.43,4
Kota Bengkulu,100600000,106221428.6,3
Kaur,13988571,23478000,3
Kota Bengkulu,58150000,30479428.57,5
Kota Bengkulu,75000000,63270857.14,4
Bengkulu Tengah,26736000,47484571.43,5
Bengkulu Tengah,52600000,77105142.86,4
Bengkulu Tengah,34092000,70962285.71,3
Kota Bengkulu,18406000,27036285.71,1
Bengkulu Tengah,87000000,45466571.43,4
Kota Bengkulu,137500000,50101428.57,3
Bengkulu Tengah,28950000,28875714.29,3
Kota Bengkulu,40930000,46628285.71,1
Bengkulu Tengah,25845928,29003142.86,4
Kota Bengkulu,56076000,58787428.57,3
Kota Bengkulu,75000000,133656000,6
Kota Bengkulu,409360000,134712000,5
Bengkulu Tengah,44836290,75853428.57,4
Kaur,75117000,88902142.86,4
Kota Bengkulu,12000000,22611428.57,2
Bengkulu Tengah,22080000,23004571.43,2
Kaur,26751428,39174268.57,4
Kota Bengkulu,27100000,33877142.86,1
Bengkulu Tengah,137029783,109119071.4,4
Bengkulu Tengah,23930000,29710000,5
Kota Bengkulu,105000000,83539697.14,6
Bengkulu Tengah,16590000,18781000,4
Kaur,15792000,15338285.71,2
Kaur,31370000,77474285.71,3
Kaur,100200000,80614285.71,3
Kota Bengkulu,84000000,19497142.86,6
Bengkulu Tengah,8300000,69662857.14,4
Kaur,40725000,36086285.71,4
Bengkulu Tengah,26380000,26321428.57,2
Bengkulu Tengah,9696174,21780714.29,6
Bengkulu Tengah,7676590,32440000,5
Bengkulu Tengah,41740000,54004285.71,5
Kota Bengkulu,175657714,141430571.4,4
Bengkulu Tengah,41099143,29789714.29,2
Bengkulu Tengah,21680650,25553394.14,3
Kaur,26455700,15323142.86,3
Kota Bengkulu,97800000,79047571.43,3
Kaur,70768000,62294000,5
Bengkulu Tengah,30267208,39752571.43,4
Bengkulu Tengah,69216000,45954285.71,3
Kota Bengkulu,4600000,4578571.429,2
Bengkulu Tengah,65000000,71159428.57,6
Bengkulu Tengah,17600000,60651857.14,4
Bengkulu Tengah,23960000,23117714.29,5
Kaur,91833333,87940000,3
Bengkulu Tengah,42384534,44831713.71,3
Bengkulu Tengah,47000000,75667428.57,4
Kaur,44980000,35089857.14,3
Bengkulu Tengah,11778000,31812571.43,5
Bengkulu Tengah,19518627,24133000,4
Kota Bengkulu,49650000,49347142.86,2
Kota Bengkulu,197000000,83305000,2
Kaur,127892000,104850697.1,6
Kota Bengkulu,277600000,92987857.14,3
Kota Bengkulu,121524732,105304428.6,4
Kota Bengkulu,49327502,35600000,6
Bengkulu Tengah,28000000,15750000,4
Bengkulu Tengah,41219000,39464285.71,4
Kota Bengkulu,62443000,74183285.71,3
Kaur,38187000,34677571.43,2
Kota Bengkulu,30551000,69118285.71,5
Kota Bengkulu,169600000,45345571.43,4
Kota Bengkulu,170904000,43772285.71,3
Bengkulu Tengah,68880000,73869635.43,5
Kota Bengkulu,64000000,40959142.86,4
Bengkulu Tengah,31815000,41267514.29,5
Kaur,73300000,41892857.14,4
Kota Bengkulu,72630000,46936457.14,3
Bengkulu Tengah,68830000,27844428.57,3
Kaur,34655420,33391285.71,3
Bengkulu Tengah,618500000,356160714.3,7
Kota Bengkulu,205000000,201377857.1,4
Bengkulu Tengah,30980000,42847714.29,5
Bengkulu Tengah,29077324,29681142.86,4
Bengkulu Tengah,52800000,28162857.14,6
Bengkulu Tengah,46650000,53115142.86,4
Kota Bengkulu,37000000,34300000,1
Kaur,13879996,41271942.86,5
Bengkulu Tengah,44000000,42088642.86,4
Kaur,12850000,20655428.57,5
Bengkulu Tengah,34000000,34782285.71,4
Bengkulu Tengah,18325000,18988571.43,2
Kaur,18377857,17782285.71,4
Kota Bengkulu,43304000,56114857.14,2
Kota Bengkulu,75744000,50395285.71,2
Bengkulu Tengah,47568000,46991428.57,4
Bengkulu Tengah,329600000,164989485.7,5
Bengkulu Tengah,61600000,33582428.57,4
Kaur,115400000,99258571.43,3
Kaur,48536000,48717285.71,4
Bengkulu Tengah,78369000,76477857.14,3
Kota Bengkulu,103500000,81647428.57,5
Bengkulu Tengah,47920000,45247857.14,5
Kaur,34667142,32854428.57,4
Kota Bengkulu,206000000,77690571.43,5
Kota Bengkulu,21989571,21476142.86,1
Kota Bengkulu,55062000,63633571.43,1
Kota Bengkulu,36016000,42194571.43,1
Kota Bengkulu,98350000,76650000,4
Kota Bengkulu,94800000,86055142.86,5
Bengkulu Tengah,35141907,48463428.57,3
Bengkulu Tengah,32000000,33066285.71,5
Kota Bengkulu,31046004,40848857.14,3
Kota Bengkulu,59300000,51923428.57,4
Kota Bengkulu,47330000,56328714.29,5
Bengkulu Tengah,45000000,52139142.86,3
Bengkulu Tengah,88300000,68301142.86,4
Bengkulu Tengah,66000000,77428428.57,6
Bengkulu Tengah,49864000,40988857.14,5
Bengkulu Tengah,42100000,51995125.71,5
Kota Bengkulu,51600000,45941714.29,3
Bengkulu Tengah,29600000,29057000,3
Bengkulu Tengah,46480000,41551000,3
Kaur,566142857,150644840,2
Bengkulu Tengah,47000000,32575428.57,7
Kota Bengkulu,299863000,93669142.86,4
Bengkulu Tengah,100264000,96952285.71,2
Bengkulu Tengah,106050000,102228942.9,5
Kota Bengkulu,315520000,376647428.6,4
Kota Bengkulu,33100000,41512000,4
Bengkulu Tengah,67550000,15895714.29,4
Kota Bengkulu,102900000,79792857.14,4
Bengkulu Tengah,11999824,26570428.57,7
Kota Bengkulu,65400000,64954142.86,4
Bengkulu Tengah,21190000,23803571.43,3
Kaur,87672857,69652428.57,6
Bengkulu Tengah,97081000,68125000,4
Kota Bengkulu,68850000,80511428.57,2
Bengkulu Tengah,134400000,41591714.29,5
Kota Bengkulu,42040000,22689428.57,5
Kaur,61843000,42624714.29,3
Bengkulu Tengah,3350000,31273090,4
Kaur,33352000,33751142.86,3
Bengkulu Tengah,45150000,45084000,4
Kota Bengkulu,86320000,63684000,3
Bengkulu Tengah,47320000,53150142.86,6
Bengkulu Tengah,84020000,35352857.14,9
Kota Bengkulu,38375713,40464285.71,1
Kota Bengkulu,107490000,104644714.3,2
Kaur,35298340,34117142.86,2
Bengkulu Tengah,23200000,24933000,4
Kota Bengkulu,78000000,107865714.3,5
Kota Bengkulu,21700000,47484285.71,1
Bengkulu Tengah,22220000,33559857.14,4
Kota Bengkulu,44300000,48552857.14,3
Bengkulu Tengah,244000000,101585714.3,3
Bengkulu Tengah,39690000,31333571.43,5
Bengkulu Tengah,133205000,90715285.71,4
Kota Bengkulu,44741000,45279285.71,1
Bengkulu Tengah,91000000,90745714.29,3
Kota Bengkulu,315000000,218522857.1,4
Kota Bengkulu,195800000,130328000,6
Kota Bengkulu,38875000,42480000,4
Bengkulu Tengah,34307393,24217000,5
Bengkulu Tengah,48976000,36256000,5
Kota Bengkulu,32188752,33729428.57,4
Kaur,39830000,38488571.43,4
Bengkulu Tengah,59900000,43554571.43,3
Bengkulu Tengah,81871429,59861714.29,5
Kaur,30000000,59074142.86,4
Kota Bengkulu,267150000,119156285.7,5
Bengkulu Tengah,80800000,69848571.43,4
Bengkulu Tengah,87357285,42009142.86,5
Kota Bengkulu,184800000,104412285.7,3
Kaur,8596000,22650428.57,3
Kota Bengkulu,123000000,106245714.3,4
Kota Bengkulu,40264000,65437714.29,1
Kota Bengkulu,231312366,82403428.57,9
Bengkulu Tengah,65511000,37557714.29,3
Bengkulu Tengah,5300000,23229000,5
Bengkulu Tengah,57650000,56928871.43,4
Kaur,14056000,16810142.86,4
Kota Bengkulu,15000000,41314285.71,1
Bengkulu Tengah,24011428,84366142.86,3
Bengkulu Tengah,20180000,38788285.71,4
Kaur,20380000,20393571.43,4
Kaur,40200000,31356857.14,6
Kota Bengkulu,146540000,120792142.9,4
Bengkulu Tengah,63600000,28790428.57,5
Kota Bengkulu,72230000,71770499.43,4
Kaur,86500000,60031857.14,4
Bengkulu Tengah,42814938,66000285.71,7
Kota Bengkulu,49000000,48052257.14,4
Kota Bengkulu,43457142,34337142.86,3
Kaur,96181428,166520600,4
Kota Bengkulu,131800000,98430000,5
Bengkulu Tengah,52154286,53330714.29,5
Kaur,102000000,46531428.57,5
Kota Bengkulu,5000000,26084285.71,3
Kota Bengkulu,35300000,42506285.71,1
Bengkulu Tengah,84000000,83757142.86,4
Kaur,150000000,22755714.29,4
Bengkulu Tengah,6000000,11410000,4
Kota Bengkulu,120000000,36747571.43,4
Kaur,54080000,102486000,4
Bengkulu Tengah,23501429,26818571.43,3
Kota Bengkulu,11400000,33863000,4
Kota Bengkulu,50000000,45535000,4
Bengkulu Tengah,14210955,52316285.71,4
Kota Bengkulu,45000000,30473285.71,2
Bengkulu Tengah,73435428,67863150.86,5
Kota Bengkulu,305128571,314121428.6,2
Kota Bengkulu,43000000,32045142.86,4
Kota Bengkulu,16200000,21872857.14,2
Bengkulu Tengah,152170000,13402428.57,3
Kota Bengkulu,96400000,39812857.14,4
Kota Bengkulu,16289760,20772142.86,1
Bengkulu Tengah,113364000,57648142.86,5
Bengkulu Tengah,24600000,21363285.71,4
Bengkulu Tengah,19900000,45301428.57,4
Bengkulu Tengah,46000000,27525428.57,3
Kota Bengkulu,96700000,76722857.14,6
Bengkulu Tengah,40140000,41924142.86,6
Kaur,19930000,45107428.57,2
Kota Bengkulu,141015000,200867857.1,2
Kota Bengkulu,65733439,59813428.57,4
Kota Bengkulu,124800000,65854857.14,5
Kaur,55300000,107573571.4,4
Kota Bengkulu,76674285,85560000,4
Bengkulu Tengah,19574572,30089285.71,3
Bengkulu Tengah,12060000,36859285.71,6
Kaur,111042000,51273142.86,4
Kota Bengkulu,85842000,64759142.86,5
Kota Bengkulu,139000000,108982214.3,5
Kota Bengkulu,42000000,28497428.57,4
Bengkulu Tengah,47975000,39887714.29,5
Bengkulu Tengah,34400000,45302285.71,4
Bengkulu Tengah,8050000,11196000,2
Bengkulu Tengah,25093057,21598342.86,3
Kota Bengkulu,14400000,43232571.43,5
Bengkulu Tengah,150875857,151265328.6,4
Kota Bengkulu,1160520000,220170000,7
Bengkulu Tengah,62680000,33515428.57,3
Kota Bengkulu,211000000,42619428.57,3
Bengkulu Tengah,39600000,32394285.71,5
Bengkulu Tengah,29400000,45178000,3
Kota Bengkulu,31966000,29999428.57,3
Bengkulu Tengah,12300000,38656428.57,5
Bengkulu Tengah,44400000,32933142.86,4
Kota Bengkulu,33600000,45413428.57,5
Kota Bengkulu,112254285,96024914.29,4
Bengkulu Tengah,100919000,107847428.6,3
Bengkulu Tengah,129851881,63750285.71,3
Bengkulu Tengah,33300000,29707820.57,3
Kota Bengkulu,55440000,36827142.86,2
Bengkulu Tengah,30960000,30087714.29,6
Kaur,25358000,21857428.57,3
Kota Bengkulu,78400000,100117142.9,5
Bengkulu Tengah,38474000,47713285.71,3
Kota Bengkulu,32467000,30970785.71,4
Bengkulu Tengah,305781667,43569000,5
Kota Bengkulu,25000000,42244357.14,4
Kaur,37750000,43283428.57,4
Kaur,64094285,40839785.71,5
Bengkulu Tengah,31722449,20139285.71,4
Bengkulu Tengah,70540000,88159428.57,3
Kota Bengkulu,49900000,28363428.57,4
Kaur,52792000,54165464.57,4
Bengkulu Tengah,46696046,51268285.71,5
Kota Bengkulu,120820000,140685571.4,4
Bengkulu Tengah,13128000,12057000,1
Bengkulu Tengah,44585000,67537000,2
Kota Bengkulu,28271400,30762985.71,2
Bengkulu Tengah,39560000,39405714.29,5
Kota Bengkulu,97600000,62107714.29,5
Bengkulu Tengah,107550000,29081000,5
Kaur,41792000,40138571.43,5
Kota Bengkulu,18000000,53600000,1
Kaur,54917000,35658142.86,2
Bengkulu Tengah,82558000,34089285.71,4
Kaur,80153379,49526428.57,2
Bengkulu Tengah,70650000,51448571.43,3
Bengkulu Tengah,91700000,74201428.57,4
Kota Bengkulu,100500000,133597142.9,4
Bengkulu Tengah,80770000,61532857.14,5
Bengkulu Tengah,250722000,200280142.9,5
Kota Bengkulu,35500000,30484428.57,1
Bengkulu Tengah,89000000,73881428.57,4
Kaur,67575000,67517714.29,4
Kota Bengkulu,67033000,89139857.14,3
Kota Bengkulu,36144000,42371428.57,4
Kota Bengkulu,249900000,62522142.86,3
Kota Bengkulu,120900000,64713714.29,4
Kota Bengkulu,56150000,27616785.71,2
Kota Bengkulu,75690000,174260000,4
Bengkulu Tengah,6290858,22869428.57,3
Kota Bengkulu,153000000,75561428.57,2
Kaur,59827000,39312285.71,5
Kota Bengkulu,78150000,76673142.86,2
Kota Bengkulu,54000000,61480285.71,6
Kota Bengkulu,52000000,47968142.86,4
Kaur,58842571,38185428.57,2
Kota Bengkulu,20000000,197931428.6,2
Kota Bengkulu,274000000,101118571.4,6
Bengkulu Tengah,61100000,41880857.14,3
Kota Bengkulu,123600000,120934285.7,3
Bengkulu Tengah,73200000,82933142.86,4
Bengkulu Tengah,138000000,90031428.57,4
Kota Bengkulu,56500000,63940982.86,4
Bengkulu Tengah,15600000,21952571.43,3
Kota Bengkulu,215400000,59848142.86,5
Kaur,78569860,47053000,2
Kota Bengkulu,837066666,588190000,7
Bengkulu Tengah,43970053,47171428.57,3
Bengkulu Tengah,1269380000,108841000,3
Bengkulu Tengah,119320000,121273714.3,6
Bengkulu Tengah,6240741,20472714.29,3
Kota Bengkulu,163200000,163137142.9,6
Kota Bengkulu,499500000,178913714.3,5
Kota Bengkulu,66250000,106077142.9,4
Bengkulu Tengah,5200000,20073571.43,4
Kota Bengkulu,279627500,213645074.3,3
Kaur,85092000,88801714.29,5
Kaur,92070000,92020714.29,4
Bengkulu Tengah,193375000,264586571.4,5
Kota Bengkulu,86000000,39562285.71,4
Kota Bengkulu,58250000,65035714.29,5
Bengkulu Tengah,51260000,46673714.29,7
Bengkulu Tengah,92280000,53771714.29,3
Kota Bengkulu,106500000,103851714.3,2
Bengkulu Tengah,74800000,45209845.71,3
Kota Bengkulu,75700000,55823714.29,2
Kaur,188949571,82813142.86,4
Kaur,51174000,55631571.43,4
Kota Bengkulu,82800000,85231142.86,4
Kota Bengkulu,26470000,23207142.86,1
Bengkulu Tengah,48162882,51069571.43,4
Bengkulu Tengah,29028000,43393714.29,2
Kaur,167000000,95307142.86,3
Kota Bengkulu,52200000,26025714.29,3
