pend_krt,jumlah_art,penerimaan,pengeluaran
3,2,102000000,46531428.57
3,2,73435428,67863150.86
3,2,113364000,57648142.86
3,2,96700000,76722857.14
3,2,40140000,41924142.86
3,2,124800000,65854857.14
3,2,12060000,36859285.71
3,2,85842000,64759142.86
3,2,139000000,108982214.3
3,2,47975000,39887714.29
3,2,14400000,43232571.43
3,2,1160520000,220170000
3,2,39600000,32394285.71
3,2,12300000,38656428.57
3,2,33600000,45413428.57
3,2,30960000,30087714.29
3,2,78400000,100117142.9
3,2,305781667,43569000
3,2,64094285,40839785.71
3,2,46696046,51268285.71
3,2,39560000,39405714.29
3,2,97600000,62107714.29
3,2,107550000,29081000
3,2,41792000,40138571.43
3,2,80770000,61532857.14
3,2,250722000,200280142.9
3,2,59827000,39312285.71
3,2,54000000,61480285.71
3,2,274000000,101118571.4
3,2,215400000,59848142.86
3,2,837066666,588190000
3,2,119320000,121273714.3
3,2,163200000,163137142.9
3,2,499500000,178913714.3
3,2,85092000,88801714.29
3,2,193375000,264586571.4
3,2,58250000,65035714.29
3,2,51260000,46673714.29
3,2,109025000,78154142.86
3,2,106038285,146645285.7
3,2,151487100,140133428.6
3,2,131771428,82133485.71
3,2,75500000,81078714.29
3,2,199000000,108806000
3,2,55500000,85506645.71
3,2,102000000,39212857.14
3,2,148800000,52437360
3,2,41900000,40817142.86
3,2,96660000,78896285.71
3,2,176400000,53725000
3,2,230384000,125510965.7
3,2,118092857,100712000
3,2,942000000,100833714.3
3,2,158292000,88992285.71
3,2,80000000,92474285.71
3,2,132630778,107755257.1
3,2,54500000,95360000
3,2,53202000,47397142.86
3,2,274060000,110503428.6
3,2,63600000,63725714.29
3,2,101500000,71397857.14
3,2,-20642858,96403142.86
3,2,152350000,98136125.71
3,2,110100000,66479142.86
3,2,244100000,223025714.3
3,2,840200000,409495714.3
3,2,98760000,74534772.57
3,2,46300000,79294285.71
3,2,168900000,154670285.7
3,2,50360000,47512285.71
3,2,134700000,77274285.71
3,2,1924000000,74457714.29
3,2,1000000000,182765714.3
3,2,222565000,130583571.4
3,2,151070000,73757142.86
3,2,381376571,266364285.7
3,2,130018000,100990714.3
3,2,180200000,533555142.9
3,2,269750000,84997142.86
3,2,133428572,106373142.9
3,2,177210000,74716571.43
3,2,179400000,130167142.9
3,2,862000000,191304285.7
